length,population_size,tournaments,elitism_rate,mutation_rate,population_size_min,population_size_max,population_size_unit,tournaments_min,tournaments_max,tournaments_unit,elitism_rate_min,elitism_rate_max,elitism_rate_unit,mutation_rate_min,mutation_rate_max,mutation_rate_unit
8495,16,8,11,41,,,,,,,,,,,,
8495,17,4,51,51,,,,,,,,,,,,
8495,17,9,81,11,,,,,,,,,,,,
8496,11,2,41,31,,,,,,,,,,,,
8497,13,8,31,11,,,,,,,,,,,,
8497,15,3,11,21,,,,,,,,,,,,
8498,12,3,71,41,,,,,,,,,,,,
8499,13,6,11,51,,,,,,,,,,,,
8500,13,2,81,51,,,,,,,,,,,,
8500,18,2,81,41,,,,,,,,,,,,
8501,11,2,41,21,,,,,,,,,,,,
8501,12,7,21,11,,,,,,,,,,,,
8503,10,9,41,51,,,,,,,,,,,,
8504,12,9,81,31,,,,,,,,,,,,
8504,13,9,21,31,,,,,,,,,,,,
8505,10,5,21,41,,,,,,,,,,,,
8505,13,3,31,41,,,,,,,,,,,,
8506,11,8,61,21,,,,,,,,,,,,
8506,14,7,41,51,,,,,,,,,,,,
8506,16,5,1,51,,,,,,,,,,,,
8506,16,5,71,31,,,,,,,,,,,,
8507,10,6,61,1,,,,,,,,,,,,
8507,13,3,31,1,,,,,,,,,,,,
8507,13,9,41,1,,,,,,,,,,,,
8507,15,5,51,11,,,,,,,,,,,,
8507,17,6,71,1,,,,,,,,,,,,
8508,11,3,31,21,,,,,,,,,,,,
8509,10,5,31,1,,,,,,,,,,,,
8512,11,7,31,11,,,,,,,,,,,,
8512,14,8,1,51,,,,,,,,,,,,
8512,17,5,71,11,,,,,,,,,,,,
8513,13,3,41,31,,,,,,,,,,,,
8513,17,7,61,1,,,,,,,,,,,,
8514,13,8,91,11,,,,,,,,,,,,
8514,17,5,1,11,,,,,,,,,,,,
8515,15,2,51,11,,,,,,,,,,,,
8516,15,4,81,41,,,,,,,,,,,,
8517,15,6,21,31,,,,,,,,,,,,
8518,17,5,51,1,,,,,,,,,,,,
8519,14,3,41,51,,,,,,,,,,,,
8520,10,2,51,1,,,,,,,,,,,,
8520,12,2,21,11,,,,,,,,,,,,
8520,13,2,41,21,,,,,,,,,,,,
8520,15,8,21,1,,,,,,,,,,,,
8522,11,9,31,1,,,,,,,,,,,,
8523,17,3,21,21,,,,,,,,,,,,
8524,10,6,71,31,,,,,,,,,,,,
8524,16,7,41,51,,,,,,,,,,,,
8525,12,3,41,31,,,,,,,,,,,,
8525,17,3,11,31,,,,,,,,,,,,
8528,17,6,41,11,,,,,,,,,,,,
8529,11,3,1,21,,,,,,,,,,,,
8529,11,9,21,41,,,,,,,,,,,,
8529,14,2,71,1,,,,,,,,,,,,
8530,14,8,11,11,,,,,,,,,,,,
8530,16,6,51,1,,,,,,,,,,,,
8532,13,6,1,51,,,,,,,,,,,,
8533,13,2,31,41,,,,,,,,,,,,
8534,11,8,21,41,,,,,,,,,,,,
8534,12,2,91,1,,,,,,,,,,,,
8534,18,3,11,41,,,,,,,,,,,,
8535,10,7,81,51,,,,,,,,,,,,
8535,14,4,31,1,,,,,,,,,,,,
8535,15,7,51,31,,,,,,,,,,,,
8537,15,2,31,31,,,,,,,,,,,,
8537,16,5,91,11,,,,,,,,,,,,
8538,12,6,71,51,,,,,,,,,,,,
8538,13,9,41,21,,,,,,,,,,,,
8541,12,9,71,41,,,,,,,,,,,,
8542,13,4,61,21,,,,,,,,,,,,
8542,17,2,41,11,,,,,,,,,,,,
8543,11,9,41,1,,,,,,,,,,,,
8544,16,2,91,41,,,,,,,,,,,,
8546,17,8,51,51,,,,,,,,,,,,
8547,10,4,71,11,,,,,,,,,,,,
8547,16,9,11,51,,,,,,,,,,,,
8548,12,7,1,31,,,,,,,,,,,,
8548,16,4,51,41,,,,,,,,,,,,
8549,15,9,1,21,,,,,,,,,,,,
8551,11,8,41,11,,,,,,,,,,,,
8551,14,6,61,1,,,,,,,,,,,,
8552,10,7,91,1,,,,,,,,,,,,
8552,12,4,61,21,,,,,,,,,,,,
8552,14,2,31,41,,,,,,,,,,,,
8553,10,6,31,11,,,,,,,,,,,,
8553,16,9,11,41,,,,,,,,,,,,
8554,13,3,91,51,,,,,,,,,,,,
8557,14,9,91,1,,,,,,,,,,,,
8559,13,6,31,21,,,,,,,,,,,,
8560,10,3,91,41,,,,,,,,,,,,
8563,11,3,91,1,,,,,,,,,,,,
8563,17,7,1,1,,,,,,,,,,,,
8565,13,6,1,21,,,,,,,,,,,,
8565,16,4,61,1,,,,,,,,,,,,
8565,17,4,1,1,,,,,,,,,,,,
8566,10,8,91,21,,,,,,,,,,,,
8566,10,9,51,11,,,,,,,,,,,,
8566,12,8,61,51,,,,,,,,,,,,
8566,13,6,81,21,,,,,,,,,,,,
8567,17,3,41,31,,,,,,,,,,,,
8568,12,2,11,41,,,,,,,,,,,,
8569,17,5,71,41,,,,,,,,,,,,
8570,16,2,61,21,,,,,,,,,,,,
8571,10,8,41,51,,,,,,,,,,,,
8571,13,7,41,11,,,,,,,,,,,,
8571,14,9,31,41,,,,,,,,,,,,
8571,15,2,91,11,,,,,,,,,,,,
8572,14,4,31,51,,,,,,,,,,,,
8573,14,4,21,31,,,,,,,,,,,,
8574,13,6,1,41,,,,,,,,,,,,
8574,14,4,51,51,,,,,,,,,,,,
8575,13,6,31,41,,,,,,,,,,,,
8575,17,2,81,1,,,,,,,,,,,,
8575,17,8,41,51,,,,,,,,,,,,
8576,12,2,51,31,,,,,,,,,,,,
8577,17,3,1,41,,,,,,,,,,,,
8578,14,4,91,31,,,,,,,,,,,,
8578,16,9,71,51,,,,,,,,,,,,
8579,13,9,71,41,,,,,,,,,,,,
8580,12,3,51,11,,,,,,,,,,,,
8580,13,2,61,11,,,,,,,,,,,,
8580,13,3,61,51,,,,,,,,,,,,
8580,14,4,41,1,,,,,,,,,,,,
8580,14,7,31,31,,,,,,,,,,,,
8581,14,8,11,21,,,,,,,,,,,,
8583,12,3,11,21,,,,,,,,,,,,
8583,14,4,11,41,,,,,,,,,,,,
8584,15,3,71,41,,,,,,,,,,,,
8585,11,7,71,51,,,,,,,,,,,,
8585,12,4,61,41,,,,,,,,,,,,
8585,13,6,81,11,,,,,,,,,,,,
8585,14,9,21,11,,,,,,,,,,,,
8587,14,6,1,11,,,,,,,,,,,,
8588,15,2,11,11,,,,,,,,,,,,
8588,16,5,51,51,,,,,,,,,,,,
8589,14,6,21,21,,,,,,,,,,,,
8589,17,6,21,1,,,,,,,,,,,,
8590,12,3,81,11,,,,,,,,,,,,
8590,12,9,91,1,,,,,,,,,,,,
8590,13,7,41,41,,,,,,,,,,,,
8591,10,5,11,51,,,,,,,,,,,,
8592,10,8,81,41,,,,,,,,,,,,
8593,17,8,11,21,,,,,,,,,,,,
8594,10,7,51,1,,,,,,,,,,,,
8594,13,2,1,1,,,,,,,,,,,,
8594,13,2,11,1,,,,,,,,,,,,
8597,11,2,71,51,,,,,,,,,,,,
8597,11,9,51,11,,,,,,,,,,,,
8597,12,8,71,51,,,,,,,,,,,,
8597,14,2,41,51,,,,,,,,,,,,
8597,14,6,41,21,,,,,,,,,,,,
8598,14,5,81,41,,,,,,,,,,,,
8598,15,2,41,1,,,,,,,,,,,,
8599,10,3,71,51,,,,,,,,,,,,
8601,11,5,31,31,,,,,,,,,,,,
8602,10,3,41,51,,,,,,,,,,,,
8602,14,2,1,21,,,,,,,,,,,,
8602,16,8,71,31,,,,,,,,,,,,
8604,10,6,61,21,,,,,,,,,,,,
8604,11,5,41,51,,,,,,,,,,,,
8604,13,2,51,1,,,,,,,,,,,,
8605,11,2,81,51,,,,,,,,,,,,
8606,10,3,81,21,,,,,,,,,,,,
8606,12,2,31,1,,,,,,,,,,,,
8606,13,9,1,11,,,,,,,,,,,,
8606,14,2,21,31,,,,,,,,,,,,
8606,17,2,71,1,,,,,,,,,,,,
8607,10,4,21,41,,,,,,,,,,,,
8607,14,7,81,11,,,,,,,,,,,,
8607,16,8,41,41,,,,,,,,,,,,
8608,10,7,71,51,,,,,,,,,,,,
8608,12,3,91,1,,,,,,,,,,,,
8608,14,4,1,1,,,,,,,,,,,,
8610,13,4,91,1,,,,,,,,,,,,
8610,13,8,61,1,,,,,,,,,,,,
8613,14,5,11,21,,,,,,,,,,,,
8614,13,2,41,11,,,,,,,,,,,,
8614,13,4,61,31,,,,,,,,,,,,
8614,14,9,61,41,,,,,,,,,,,,
8614,17,4,81,31,,,,,,,,,,,,
8615,10,6,31,21,,,,,,,,,,,,
8615,11,2,31,41,,,,,,,,,,,,
8615,11,7,41,1,,,,,,,,,,,,
8615,14,7,1,31,,,,,,,,,,,,
8616,10,5,21,1,,,,,,,,,,,,
8616,12,3,1,1,,,,,,,,,,,,
8616,13,9,91,11,,,,,,,,,,,,
8616,16,9,91,41,,,,,,,,,,,,
8618,12,8,71,1,,,,,,,,,,,,
8618,14,7,81,41,,,,,,,,,,,,
8618,15,5,51,21,,,,,,,,,,,,
8618,17,2,81,51,,,,,,,,,,,,
8618,17,3,21,41,,,,,,,,,,,,
8619,11,7,81,31,,,,,,,,,,,,
8619,13,4,81,51,,,,,,,,,,,,
8619,13,7,61,1,,,,,,,,,,,,
8619,17,2,91,11,,,,,,,,,,,,
8620,11,5,31,21,,,,,,,,,,,,
8620,11,9,81,51,,,,,,,,,,,,
8620,15,9,51,21,,,,,,,,,,,,
8620,17,8,81,51,,,,,,,,,,,,
8621,14,3,61,31,,,,,,,,,,,,
8622,13,6,31,1,,,,,,,,,,,,
8622,17,6,91,21,,,,,,,,,,,,
8623,16,6,81,21,,,,,,,,,,,,
8623,18,3,21,21,,,,,,,,,,,,
8624,10,6,11,41,,,,,,,,,,,,
8624,14,5,61,31,,,,,,,,,,,,
8625,12,5,31,41,,,,,,,,,,,,
8626,12,3,1,21,,,,,,,,,,,,
8627,14,6,71,1,,,,,,,,,,,,
8628,11,4,1,41,,,,,,,,,,,,
8628,13,3,81,21,,,,,,,,,,,,
8628,13,4,91,21,,,,,,,,,,,,
8628,18,2,1,31,,,,,,,,,,,,
8629,12,4,1,31,,,,,,,,,,,,
8629,13,2,31,31,,,,,,,,,,,,
8630,11,5,61,51,,,,,,,,,,,,
8630,12,3,31,21,,,,,,,,,,,,
8630,12,3,41,11,,,,,,,,,,,,
8631,16,9,71,1,,,,,,,,,,,,
8633,14,3,1,31,,,,,,,,,,,,
8633,14,5,21,21,,,,,,,,,,,,
8633,18,3,1,1,,,,,,,,,,,,
8634,15,4,91,51,,,,,,,,,,,,
8634,17,8,81,1,,,,,,,,,,,,
8635,12,6,81,1,,,,,,,,,,,,
8635,14,4,1,21,,,,,,,,,,,,
8635,15,8,31,11,,,,,,,,,,,,
8636,10,7,91,51,,,,,,,,,,,,
8637,16,8,81,11,,,,,,,,,,,,
8638,10,5,51,21,,,,,,,,,,,,
8638,13,6,91,31,,,,,,,,,,,,
8638,14,3,51,1,,,,,,,,,,,,
8638,14,4,41,41,,,,,,,,,,,,
8638,14,9,1,21,,,,,,,,,,,,
8638,16,8,81,1,,,,,,,,,,,,
8638,17,5,21,51,,,,,,,,,,,,
8639,11,3,21,11,,,,,,,,,,,,
8641,11,4,11,11,,,,,,,,,,,,
8641,12,7,41,41,,,,,,,,,,,,
8642,13,2,71,31,,,,,,,,,,,,
8643,11,4,91,31,,,,,,,,,,,,
8643,13,8,61,41,,,,,,,,,,,,
8643,15,7,61,1,,,,,,,,,,,,
8645,11,6,31,11,,,,,,,,,,,,
8646,13,2,51,51,,,,,,,,,,,,
8646,13,5,51,21,,,,,,,,,,,,
8646,16,5,81,21,,,,,,,,,,,,
8646,16,6,21,11,,,,,,,,,,,,
8648,17,9,21,31,,,,,,,,,,,,
8649,15,9,1,51,,,,,,,,,,,,
8651,10,8,51,11,,,,,,,,,,,,
8651,13,6,51,21,,,,,,,,,,,,
8652,14,9,41,51,,,,,,,,,,,,
8652,15,5,71,1,,,,,,,,,,,,
8654,11,3,51,31,,,,,,,,,,,,
8654,15,7,31,1,,,,,,,,,,,,
8654,15,7,41,21,,,,,,,,,,,,
8654,16,8,51,51,,,,,,,,,,,,
8655,10,6,91,51,,,,,,,,,,,,
8655,10,7,71,11,,,,,,,,,,,,
8655,12,6,51,51,,,,,,,,,,,,
8656,11,4,81,11,,,,,,,,,,,,
8656,15,3,21,1,,,,,,,,,,,,
8657,10,7,61,11,,,,,,,,,,,,
8657,11,9,91,41,,,,,,,,,,,,
8657,13,9,41,51,,,,,,,,,,,,
8658,10,7,71,21,,,,,,,,,,,,
8658,12,3,11,41,,,,,,,,,,,,
8659,14,7,31,51,,,,,,,,,,,,
8659,15,6,81,41,,,,,,,,,,,,
8659,17,7,71,1,,,,,,,,,,,,
8660,10,4,41,31,,,,,,,,,,,,
8662,12,8,81,51,,,,,,,,,,,,
8664,10,4,41,41,,,,,,,,,,,,
8665,10,5,91,11,,,,,,,,,,,,
8665,14,6,41,11,,,,,,,,,,,,
8665,17,3,21,1,,,,,,,,,,,,
8666,11,2,61,51,,,,,,,,,,,,
8666,11,9,91,11,,,,,,,,,,,,
8666,15,4,61,51,,,,,,,,,,,,
8667,14,8,41,31,,,,,,,,,,,,
8668,16,8,71,51,,,,,,,,,,,,
8668,17,3,31,1,,,,,,,,,,,,
8670,15,7,71,11,,,,,,,,,,,,
8671,12,2,91,11,,,,,,,,,,,,
8671,17,6,1,31,,,,,,,,,,,,
8672,11,4,81,31,,,,,,,,,,,,
8672,12,7,51,31,,,,,,,,,,,,
8673,12,6,41,51,,,,,,,,,,,,
8673,15,8,71,11,,,,,,,,,,,,
8674,14,6,51,11,,,,,,,,,,,,
8675,12,2,81,51,,,,,,,,,,,,
8675,12,6,11,11,,,,,,,,,,,,
8675,15,4,51,21,,,,,,,,,,,,
8678,13,3,71,31,,,,,,,,,,,,
8678,16,8,51,11,,,,,,,,,,,,
8679,10,6,41,11,,,,,,,,,,,,
8680,15,6,21,1,,,,,,,,,,,,
8681,11,5,1,11,,,,,,,,,,,,
8682,13,3,51,1,,,,,,,,,,,,
8683,11,9,1,1,,,,,,,,,,,,
8683,13,2,11,11,,,,,,,,,,,,
8683,17,5,31,31,,,,,,,,,,,,
8684,11,3,71,21,,,,,,,,,,,,
8684,15,2,71,51,,,,,,,,,,,,
8686,12,6,31,21,,,,,,,,,,,,
8686,14,5,21,41,,,,,,,,,,,,
8686,15,3,11,41,,,,,,,,,,,,
8686,17,3,31,21,,,,,,,,,,,,
8687,16,5,41,21,,,,,,,,,,,,
8688,13,9,61,1,,,,,,,,,,,,
8689,10,3,21,1,,,,,,,,,,,,
8689,10,7,1,21,,,,,,,,,,,,
8689,12,9,51,31,,,,,,,,,,,,
8690,17,7,41,21,,,,,,,,,,,,
8691,10,2,61,31,,,,,,,,,,,,
8691,11,2,11,51,,,,,,,,,,,,
8691,15,2,31,41,,,,,,,,,,,,
8693,14,3,41,41,,,,,,,,,,,,
8693,15,5,61,1,,,,,,,,,,,,
8693,17,3,51,21,,,,,,,,,,,,
8694,12,2,11,21,,,,,,,,,,,,
8694,12,2,41,11,,,,,,,,,,,,
8694,14,6,31,51,,,,,,,,,,,,
8695,16,7,81,41,,,,,,,,,,,,
8696,16,6,21,51,,,,,,,,,,,,
8697,10,8,61,31,,,,,,,,,,,,
8697,12,9,61,41,,,,,,,,,,,,
8697,13,3,81,11,,,,,,,,,,,,
8697,15,4,61,31,,,,,,,,,,,,
8698,12,3,91,11,,,,,,,,,,,,
8699,11,6,71,31,,,,,,,,,,,,
8700,15,7,61,11,,,,,,,,,,,,
8701,16,7,91,21,,,,,,,,,,,,
8702,14,2,61,51,,,,,,,,,,,,
8702,15,2,71,1,,,,,,,,,,,,
8702,16,6,51,21,,,,,,,,,,,,
8703,13,3,31,51,,,,,,,,,,,,
8703,14,4,91,11,,,,,,,,,,,,
8703,16,4,81,51,,,,,,,,,,,,
8703,16,7,81,51,,,,,,,,,,,,
8704,11,2,21,51,,,,,,,,,,,,
8704,11,2,61,31,,,,,,,,,,,,
8704,13,2,61,21,,,,,,,,,,,,
8704,16,3,81,21,,,,,,,,,,,,
8704,16,5,11,41,,,,,,,,,,,,
8704,16,7,91,41,,,,,,,,,,,,
8705,12,4,1,51,,,,,,,,,,,,
8705,15,5,71,31,,,,,,,,,,,,
8706,13,6,11,1,,,,,,,,,,,,
8707,15,6,91,41,,,,,,,,,,,,
8708,12,9,71,11,,,,,,,,,,,,
8709,13,9,61,51,,,,,,,,,,,,
8709,16,6,61,31,,,,,,,,,,,,
8709,18,2,21,41,,,,,,,,,,,,
8710,11,5,1,31,,,,,,,,,,,,
8710,12,2,1,1,,,,,,,,,,,,
8710,12,5,11,41,,,,,,,,,,,,
8710,15,8,71,1,,,,,,,,,,,,
8711,12,2,91,51,,,,,,,,,,,,
8711,15,4,61,1,,,,,,,,,,,,
8712,13,7,1,31,,,,,,,,,,,,
8712,16,4,91,11,,,,,,,,,,,,
8713,12,7,1,51,,,,,,,,,,,,
8713,15,9,31,41,,,,,,,,,,,,
8714,11,7,11,31,,,,,,,,,,,,
8714,12,6,61,11,,,,,,,,,,,,
8715,13,8,31,31,,,,,,,,,,,,
8716,11,5,51,31,,,,,,,,,,,,
8716,11,6,11,11,,,,,,,,,,,,
8716,14,2,61,1,,,,,,,,,,,,
8716,15,9,61,31,,,,,,,,,,,,
8717,12,3,81,31,,,,,,,,,,,,
8717,18,2,81,51,,,,,,,,,,,,
8718,12,3,21,51,,,,,,,,,,,,
8718,12,8,81,11,,,,,,,,,,,,
8720,15,5,31,11,,,,,,,,,,,,
8720,16,3,11,21,,,,,,,,,,,,
8724,10,9,31,21,,,,,,,,,,,,
8724,11,8,21,11,,,,,,,,,,,,
8725,16,7,51,21,,,,,,,,,,,,
8726,15,6,31,11,,,,,,,,,,,,
8726,17,4,71,31,,,,,,,,,,,,
8727,10,9,11,21,,,,,,,,,,,,
8727,12,8,31,31,,,,,,,,,,,,
8727,14,5,41,21,,,,,,,,,,,,
8727,15,2,81,51,,,,,,,,,,,,
8728,17,2,81,31,,,,,,,,,,,,
8728,17,5,91,11,,,,,,,,,,,,
8729,10,5,51,1,,,,,,,,,,,,
8729,17,6,11,21,,,,,,,,,,,,
8730,16,6,91,51,,,,,,,,,,,,
8730,17,4,21,21,,,,,,,,,,,,
8730,17,5,21,41,,,,,,,,,,,,
8731,13,7,71,11,,,,,,,,,,,,
8731,14,6,81,51,,,,,,,,,,,,
8732,12,6,41,21,,,,,,,,,,,,
8733,11,2,51,51,,,,,,,,,,,,
8734,15,7,11,31,,,,,,,,,,,,
8734,15,7,91,51,,,,,,,,,,,,
8734,17,6,61,1,,,,,,,,,,,,
8735,12,7,41,1,,,,,,,,,,,,
8735,12,8,21,21,,,,,,,,,,,,
8735,13,6,61,21,,,,,,,,,,,,
8735,15,6,61,11,,,,,,,,,,,,
8736,13,9,41,41,,,,,,,,,,,,
8737,11,7,51,51,,,,,,,,,,,,
8737,16,3,91,51,,,,,,,,,,,,
8737,17,2,1,31,,,,,,,,,,,,
8737,17,3,1,31,,,,,,,,,,,,
8738,10,6,71,41,,,,,,,,,,,,
8739,16,5,31,21,,,,,,,,,,,,
8740,17,3,21,51,,,,,,,,,,,,
8740,17,4,51,21,,,,,,,,,,,,
8741,11,7,21,11,,,,,,,,,,,,
8741,13,9,71,11,,,,,,,,,,,,
8742,14,2,61,11,,,,,,,,,,,,
8743,13,4,1,31,,,,,,,,,,,,
8744,16,8,31,51,,,,,,,,,,,,
8745,11,4,91,51,,,,,,,,,,,,
8745,11,8,11,11,,,,,,,,,,,,
8745,13,4,21,41,,,,,,,,,,,,
8745,13,5,21,21,,,,,,,,,,,,
8745,14,4,61,1,,,,,,,,,,,,
8746,12,8,61,21,,,,,,,,,,,,
8747,11,6,11,31,,,,,,,,,,,,
8747,16,4,61,11,,,,,,,,,,,,
8748,11,7,71,1,,,,,,,,,,,,
8748,15,3,91,31,,,,,,,,,,,,
8748,16,3,11,1,,,,,,,,,,,,
8748,17,4,1,51,,,,,,,,,,,,
8748,17,5,11,11,,,,,,,,,,,,
8750,11,2,81,41,,,,,,,,,,,,
8750,12,7,71,41,,,,,,,,,,,,
8750,13,7,21,11,,,,,,,,,,,,
8750,16,2,31,11,,,,,,,,,,,,
8750,18,3,1,11,,,,,,,,,,,,
8752,13,9,31,51,,,,,,,,,,,,
8752,14,4,71,31,,,,,,,,,,,,
8752,14,6,81,11,,,,,,,,,,,,
8752,15,3,11,1,,,,,,,,,,,,
8752,15,5,51,1,,,,,,,,,,,,
8752,16,8,11,21,,,,,,,,,,,,
8753,12,8,91,11,,,,,,,,,,,,
8755,10,5,81,1,,,,,,,,,,,,
8755,11,5,21,31,,,,,,,,,,,,
8756,12,3,71,31,,,,,,,,,,,,
8756,12,8,51,51,,,,,,,,,,,,
8757,12,5,21,51,,,,,,,,,,,,
8757,13,2,41,41,,,,,,,,,,,,
8757,15,2,91,41,,,,,,,,,,,,
8758,10,9,11,11,,,,,,,,,,,,
8759,10,7,1,1,,,,,,,,,,,,
8759,11,8,1,51,,,,,,,,,,,,
8759,13,5,71,31,,,,,,,,,,,,
8759,13,8,91,31,,,,,,,,,,,,
8760,17,9,1,51,,,,,,,,,,,,
8761,13,5,41,51,,,,,,,,,,,,
8762,12,4,71,51,,,,,,,,,,,,
8763,12,4,71,21,,,,,,,,,,,,
8763,13,2,51,21,,,,,,,,,,,,
8763,16,5,41,41,,,,,,,,,,,,
8763,17,3,11,51,,,,,,,,,,,,
8764,10,4,71,31,,,,,,,,,,,,
8764,15,6,1,21,,,,,,,,,,,,
8764,16,9,1,41,,,,,,,,,,,,
8765,10,3,81,11,,,,,,,,,,,,
8765,13,2,21,11,,,,,,,,,,,,
8765,17,3,81,11,,,,,,,,,,,,
8766,17,5,91,21,,,,,,,,,,,,
8767,16,9,51,11,,,,,,,,,,,,
8769,10,6,41,41,,,,,,,,,,,,
8769,14,3,31,1,,,,,,,,,,,,
8769,14,6,91,41,,,,,,,,,,,,
8770,13,7,51,11,,,,,,,,,,,,
8771,17,3,21,11,,,,,,,,,,,,
8772,10,3,91,11,,,,,,,,,,,,
8772,15,6,61,21,,,,,,,,,,,,
8772,17,4,21,1,,,,,,,,,,,,
8773,12,5,31,1,,,,,,,,,,,,
8773,16,5,21,21,,,,,,,,,,,,
8774,13,7,11,51,,,,,,,,,,,,
8775,14,9,31,21,,,,,,,,,,,,
8776,13,6,31,31,,,,,,,,,,,,
8776,14,7,91,31,,,,,,,,,,,,
8776,16,2,81,1,,,,,,,,,,,,
8777,13,6,91,51,,,,,,,,,,,,
8779,15,4,41,41,,,,,,,,,,,,
8779,16,5,11,51,,,,,,,,,,,,
8779,17,9,91,31,,,,,,,,,,,,
8780,12,9,21,41,,,,,,,,,,,,
8780,13,5,71,41,,,,,,,,,,,,
8780,15,9,51,31,,,,,,,,,,,,
8781,11,6,41,11,,,,,,,,,,,,
8781,14,5,61,51,,,,,,,,,,,,
8781,17,5,21,1,,,,,,,,,,,,
8782,11,4,71,41,,,,,,,,,,,,
8782,14,5,31,11,,,,,,,,,,,,
8783,13,3,1,41,,,,,,,,,,,,
8783,14,8,71,41,,,,,,,,,,,,
8783,15,2,11,41,,,,,,,,,,,,
8784,10,7,51,51,,,,,,,,,,,,
8785,10,3,11,41,,,,,,,,,,,,
8785,12,5,41,11,,,,,,,,,,,,
8785,12,9,21,11,,,,,,,,,,,,
8785,13,5,1,11,,,,,,,,,,,,
8785,14,9,31,1,,,,,,,,,,,,
8785,15,5,21,11,,,,,,,,,,,,
8785,16,2,41,31,,,,,,,,,,,,
8785,17,8,71,41,,,,,,,,,,,,
8785,17,9,81,51,,,,,,,,,,,,
8786,11,9,81,41,,,,,,,,,,,,
8787,11,9,51,21,,,,,,,,,,,,
8787,12,7,21,31,,,,,,,,,,,,
8787,15,8,41,41,,,,,,,,,,,,
8788,10,5,91,31,,,,,,,,,,,,
8788,13,9,11,51,,,,,,,,,,,,
8789,11,4,61,41,,,,,,,,,,,,
8790,11,3,21,31,,,,,,,,,,,,
8790,11,5,21,51,,,,,,,,,,,,
8790,14,6,41,51,,,,,,,,,,,,
8790,15,4,41,51,,,,,,,,,,,,
8790,16,6,81,51,,,,,,,,,,,,
8790,16,9,61,11,,,,,,,,,,,,
8790,17,3,1,51,,,,,,,,,,,,
8791,10,6,21,21,,,,,,,,,,,,
8791,10,6,41,31,,,,,,,,,,,,
8791,13,5,61,1,,,,,,,,,,,,
8792,12,3,31,31,,,,,,,,,,,,
8792,17,4,21,11,,,,,,,,,,,,
8792,18,2,11,31,,,,,,,,,,,,
8793,15,4,11,41,,,,,,,,,,,,
8793,16,8,51,41,,,,,,,,,,,,
8794,17,6,51,11,,,,,,,,,,,,
8795,16,8,81,51,,,,,,,,,,,,
8796,12,3,21,41,,,,,,,,,,,,
8796,12,7,21,21,,,,,,,,,,,,
8796,14,7,61,31,,,,,,,,,,,,
8796,15,3,41,11,,,,,,,,,,,,
8796,15,4,81,1,,,,,,,,,,,,
8796,15,6,61,31,,,,,,,,,,,,
8797,13,6,41,1,,,,,,,,,,,,
8797,17,4,81,41,,,,,,,,,,,,
8798,14,6,1,1,,,,,,,,,,,,
8798,16,2,1,11,,,,,,,,,,,,
8799,12,7,61,41,,,,,,,,,,,,
8799,15,8,1,1,,,,,,,,,,,,
8799,16,6,71,11,,,,,,,,,,,,
8800,13,8,91,41,,,,,,,,,,,,
8800,15,4,71,11,,,,,,,,,,,,
8800,17,8,61,41,,,,,,,,,,,,
8801,10,6,71,11,,,,,,,,,,,,
8801,14,6,81,41,,,,,,,,,,,,
8802,14,8,41,21,,,,,,,,,,,,
8802,15,4,21,11,,,,,,,,,,,,
8802,16,3,61,31,,,,,,,,,,,,
8802,16,5,71,21,,,,,,,,,,,,
8803,10,4,21,11,,,,,,,,,,,,
8803,13,6,21,31,,,,,,,,,,,,
8803,13,8,41,41,,,,,,,,,,,,
8803,17,2,21,21,,,,,,,,,,,,
8804,10,6,41,1,,,,,,,,,,,,
8804,11,7,11,11,,,,,,,,,,,,
8804,12,2,21,31,,,,,,,,,,,,
8804,14,7,71,51,,,,,,,,,,,,
8805,12,7,61,11,,,,,,,,,,,,
8806,10,3,71,21,,,,,,,,,,,,
8806,16,6,41,51,,,,,,,,,,,,
8808,10,5,21,51,,,,,,,,,,,,
8808,11,9,1,21,,,,,,,,,,,,
8808,12,4,91,21,,,,,,,,,,,,
8808,13,5,71,11,,,,,,,,,,,,
8809,11,9,51,41,,,,,,,,,,,,
8809,12,8,1,11,,,,,,,,,,,,
8809,12,9,91,11,,,,,,,,,,,,
8809,16,7,91,31,,,,,,,,,,,,
8809,16,8,1,11,,,,,,,,,,,,
8810,12,9,51,41,,,,,,,,,,,,
8810,18,2,31,31,,,,,,,,,,,,
8811,17,2,71,41,,,,,,,,,,,,
8812,14,3,81,41,,,,,,,,,,,,
8814,11,2,41,41,,,,,,,,,,,,
8816,14,3,41,31,,,,,,,,,,,,
8816,14,9,11,31,,,,,,,,,,,,
8817,10,6,21,31,,,,,,,,,,,,
8817,17,3,11,11,,,,,,,,,,,,
8817,17,9,21,1,,,,,,,,,,,,
8818,11,9,51,51,,,,,,,,,,,,
8818,14,2,11,11,,,,,,,,,,,,
8819,14,9,71,1,,,,,,,,,,,,
8820,12,6,81,41,,,,,,,,,,,,
8820,12,7,91,41,,,,,,,,,,,,
8820,14,3,91,51,,,,,,,,,,,,
8820,17,6,31,11,,,,,,,,,,,,
8820,17,7,71,31,,,,,,,,,,,,
8821,11,6,61,31,,,,,,,,,,,,
8821,14,6,81,21,,,,,,,,,,,,
8822,12,5,21,41,,,,,,,,,,,,
8822,12,9,71,21,,,,,,,,,,,,
8823,14,2,71,11,,,,,,,,,,,,
8825,15,2,21,31,,,,,,,,,,,,
