length,population_size,tournaments,elitism_rate,mutation_rate,population_size_min,population_size_max,population_size_unit,tournaments_min,tournaments_max,tournaments_unit,elitism_rate_min,elitism_rate_max,elitism_rate_unit,mutation_rate_min,mutation_rate_max,mutation_rate_unit
8499,55,7,81,41,,,,,,,,,,,,
8499,55,9,21,31,,,,,,,,,,,,
8502,51,8,11,21,,,,,,,,,,,,
8502,53,4,41,41,,,,,,,,,,,,
8502,55,4,21,31,,,,,,,,,,,,
8503,52,8,71,51,,,,,,,,,,,,
8504,54,6,91,21,,,,,,,,,,,,
8505,51,6,41,41,,,,,,,,,,,,
8506,52,9,91,11,,,,,,,,,,,,
8507,55,7,71,51,,,,,,,,,,,,
8507,56,7,1,51,,,,,,,,,,,,
8508,51,5,1,21,,,,,,,,,,,,
8508,51,8,1,11,,,,,,,,,,,,
8509,50,2,71,31,,,,,,,,,,,,
8509,52,2,31,41,,,,,,,,,,,,
8510,50,2,91,41,,,,,,,,,,,,
8510,55,7,71,41,,,,,,,,,,,,
8510,55,9,91,51,,,,,,,,,,,,
8511,51,7,71,31,,,,,,,,,,,,
8512,54,4,11,51,,,,,,,,,,,,
8513,51,8,51,1,,,,,,,,,,,,
8513,55,5,41,51,,,,,,,,,,,,
8514,50,2,21,1,,,,,,,,,,,,
8514,51,9,91,21,,,,,,,,,,,,
8514,54,6,71,51,,,,,,,,,,,,
8516,52,4,61,31,,,,,,,,,,,,
8516,53,8,21,51,,,,,,,,,,,,
8517,51,4,61,31,,,,,,,,,,,,
8518,52,7,1,31,,,,,,,,,,,,
8518,55,8,71,51,,,,,,,,,,,,
8519,50,6,81,11,,,,,,,,,,,,
8520,50,8,51,21,,,,,,,,,,,,
8520,53,3,91,41,,,,,,,,,,,,
8522,50,7,11,41,,,,,,,,,,,,
8523,52,6,81,51,,,,,,,,,,,,
8524,54,6,41,11,,,,,,,,,,,,
8525,52,2,51,11,,,,,,,,,,,,
8526,52,5,41,11,,,,,,,,,,,,
8528,51,6,1,21,,,,,,,,,,,,
8529,50,6,71,31,,,,,,,,,,,,
8529,51,2,41,21,,,,,,,,,,,,
8529,51,3,41,1,,,,,,,,,,,,
8529,52,8,71,41,,,,,,,,,,,,
8529,52,9,11,21,,,,,,,,,,,,
8530,50,6,1,1,,,,,,,,,,,,
8530,51,7,61,11,,,,,,,,,,,,
8530,51,9,81,11,,,,,,,,,,,,
8530,52,9,91,51,,,,,,,,,,,,
8530,53,4,61,51,,,,,,,,,,,,
8530,55,7,41,51,,,,,,,,,,,,
8531,50,4,81,31,,,,,,,,,,,,
8531,51,7,1,51,,,,,,,,,,,,
8531,55,5,51,51,,,,,,,,,,,,
8531,57,2,1,51,,,,,,,,,,,,
8532,53,8,41,1,,,,,,,,,,,,
8532,57,7,71,1,,,,,,,,,,,,
8533,51,4,61,11,,,,,,,,,,,,
8533,51,8,91,51,,,,,,,,,,,,
8533,51,9,71,31,,,,,,,,,,,,
8533,52,6,81,21,,,,,,,,,,,,
8533,53,6,31,51,,,,,,,,,,,,
8533,56,9,1,1,,,,,,,,,,,,
8534,55,7,41,31,,,,,,,,,,,,
8535,53,5,31,21,,,,,,,,,,,,
8536,55,5,61,1,,,,,,,,,,,,
8536,57,5,21,11,,,,,,,,,,,,
8537,52,2,91,1,,,,,,,,,,,,
8537,53,7,11,51,,,,,,,,,,,,
8538,54,9,81,11,,,,,,,,,,,,
8538,55,2,31,31,,,,,,,,,,,,
8538,56,2,51,51,,,,,,,,,,,,
8539,53,8,51,1,,,,,,,,,,,,
8541,54,3,31,31,,,,,,,,,,,,
8543,51,5,41,51,,,,,,,,,,,,
8543,54,6,71,1,,,,,,,,,,,,
8544,54,5,61,21,,,,,,,,,,,,
8544,57,3,31,31,,,,,,,,,,,,
8545,51,3,81,11,,,,,,,,,,,,
8545,52,9,51,21,,,,,,,,,,,,
8545,53,2,81,1,,,,,,,,,,,,
8546,57,7,41,11,,,,,,,,,,,,
8547,55,4,1,41,,,,,,,,,,,,
8547,55,4,21,41,,,,,,,,,,,,
8548,50,4,61,31,,,,,,,,,,,,
8549,56,2,51,21,,,,,,,,,,,,
8549,56,4,1,21,,,,,,,,,,,,
8551,50,2,21,11,,,,,,,,,,,,
8551,57,7,81,41,,,,,,,,,,,,
8551,58,3,1,1,,,,,,,,,,,,
8552,56,6,41,41,,,,,,,,,,,,
8553,52,9,91,41,,,,,,,,,,,,
8553,57,3,11,21,,,,,,,,,,,,
8554,53,7,41,11,,,,,,,,,,,,
8555,50,9,51,11,,,,,,,,,,,,
8555,54,4,81,41,,,,,,,,,,,,
8556,56,7,81,11,,,,,,,,,,,,
8557,53,9,31,21,,,,,,,,,,,,
8557,54,3,11,41,,,,,,,,,,,,
8557,56,2,81,41,,,,,,,,,,,,
8558,51,4,51,51,,,,,,,,,,,,
8558,57,9,41,11,,,,,,,,,,,,
8560,52,2,31,21,,,,,,,,,,,,
8560,52,8,91,21,,,,,,,,,,,,
8561,52,5,21,51,,,,,,,,,,,,
8561,57,2,91,41,,,,,,,,,,,,
8561,57,6,31,31,,,,,,,,,,,,
8562,52,2,31,1,,,,,,,,,,,,
8562,53,7,11,1,,,,,,,,,,,,
8562,54,9,61,41,,,,,,,,,,,,
8562,58,2,21,11,,,,,,,,,,,,
8564,51,3,61,51,,,,,,,,,,,,
8564,54,5,41,11,,,,,,,,,,,,
8565,51,5,51,51,,,,,,,,,,,,
8565,54,8,1,51,,,,,,,,,,,,
8567,52,5,91,51,,,,,,,,,,,,
8567,56,6,51,41,,,,,,,,,,,,
8567,57,7,31,31,,,,,,,,,,,,
8569,51,6,71,31,,,,,,,,,,,,
8570,50,3,31,1,,,,,,,,,,,,
8570,55,3,61,1,,,,,,,,,,,,
8570,57,6,51,1,,,,,,,,,,,,
8571,52,3,21,21,,,,,,,,,,,,
8571,55,9,81,41,,,,,,,,,,,,
8571,57,4,51,1,,,,,,,,,,,,
8572,50,9,61,31,,,,,,,,,,,,
8572,56,7,71,41,,,,,,,,,,,,
8573,51,6,41,11,,,,,,,,,,,,
8573,57,6,71,31,,,,,,,,,,,,
8573,57,7,21,31,,,,,,,,,,,,
8574,52,7,11,11,,,,,,,,,,,,
8575,51,9,41,21,,,,,,,,,,,,
8575,52,8,61,51,,,,,,,,,,,,
8578,50,5,41,1,,,,,,,,,,,,
8578,57,5,71,1,,,,,,,,,,,,
8580,52,7,71,41,,,,,,,,,,,,
8581,53,2,41,21,,,,,,,,,,,,
8581,55,9,11,41,,,,,,,,,,,,
8581,56,4,71,51,,,,,,,,,,,,
8581,57,9,1,1,,,,,,,,,,,,
8582,50,3,11,51,,,,,,,,,,,,
8582,50,3,41,51,,,,,,,,,,,,
8582,55,4,81,1,,,,,,,,,,,,
8582,57,3,1,41,,,,,,,,,,,,
8582,57,6,61,31,,,,,,,,,,,,
8583,53,7,51,11,,,,,,,,,,,,
8583,54,8,21,11,,,,,,,,,,,,
8583,57,7,1,31,,,,,,,,,,,,
8584,54,5,91,51,,,,,,,,,,,,
8584,56,8,81,31,,,,,,,,,,,,
8584,56,9,61,41,,,,,,,,,,,,
8585,51,4,31,1,,,,,,,,,,,,
8585,54,4,51,31,,,,,,,,,,,,
8585,54,8,51,11,,,,,,,,,,,,
8585,58,3,1,51,,,,,,,,,,,,
8586,55,6,21,1,,,,,,,,,,,,
8588,51,9,21,1,,,,,,,,,,,,
8588,57,5,31,31,,,,,,,,,,,,
8590,51,7,31,21,,,,,,,,,,,,
8590,52,3,71,41,,,,,,,,,,,,
8590,53,5,41,31,,,,,,,,,,,,
8590,54,2,21,1,,,,,,,,,,,,
8590,54,4,61,21,,,,,,,,,,,,
8590,57,9,91,31,,,,,,,,,,,,
8591,50,6,11,31,,,,,,,,,,,,
8591,56,2,61,41,,,,,,,,,,,,
8591,56,8,91,41,,,,,,,,,,,,
8593,56,7,51,51,,,,,,,,,,,,
8593,57,8,41,21,,,,,,,,,,,,
8594,54,9,31,41,,,,,,,,,,,,
8595,53,3,61,31,,,,,,,,,,,,
8595,55,9,41,31,,,,,,,,,,,,
8595,57,2,81,51,,,,,,,,,,,,
8598,50,7,61,41,,,,,,,,,,,,
8598,51,6,11,11,,,,,,,,,,,,
8598,53,9,81,51,,,,,,,,,,,,
8599,52,3,81,41,,,,,,,,,,,,
8599,52,5,11,1,,,,,,,,,,,,
8599,54,3,81,1,,,,,,,,,,,,
8599,55,2,41,21,,,,,,,,,,,,
8600,53,3,31,21,,,,,,,,,,,,
8601,50,9,81,1,,,,,,,,,,,,
8601,56,3,91,41,,,,,,,,,,,,
8602,50,9,1,11,,,,,,,,,,,,
8602,51,4,21,31,,,,,,,,,,,,
8602,55,5,1,1,,,,,,,,,,,,
8603,51,2,31,51,,,,,,,,,,,,
8603,54,3,71,11,,,,,,,,,,,,
8604,55,6,81,11,,,,,,,,,,,,
8606,57,7,61,41,,,,,,,,,,,,
8606,57,9,21,11,,,,,,,,,,,,
8607,50,7,51,31,,,,,,,,,,,,
8607,54,3,71,1,,,,,,,,,,,,
8608,52,7,51,51,,,,,,,,,,,,
8608,55,8,51,31,,,,,,,,,,,,
8609,50,9,51,41,,,,,,,,,,,,
8609,51,5,11,51,,,,,,,,,,,,
8609,55,5,1,21,,,,,,,,,,,,
8609,55,7,41,11,,,,,,,,,,,,
8610,53,4,81,11,,,,,,,,,,,,
8610,53,9,11,31,,,,,,,,,,,,
8611,55,9,11,1,,,,,,,,,,,,
8612,57,4,41,11,,,,,,,,,,,,
8612,57,6,91,51,,,,,,,,,,,,
8613,51,8,21,51,,,,,,,,,,,,
8613,55,9,1,1,,,,,,,,,,,,
8614,50,3,81,51,,,,,,,,,,,,
8614,51,8,31,31,,,,,,,,,,,,
8614,51,9,1,41,,,,,,,,,,,,
8615,51,3,81,31,,,,,,,,,,,,
8616,50,9,21,51,,,,,,,,,,,,
8616,51,5,61,21,,,,,,,,,,,,
8616,53,2,1,51,,,,,,,,,,,,
8617,55,3,61,31,,,,,,,,,,,,
8618,51,3,61,1,,,,,,,,,,,,
8619,50,2,61,1,,,,,,,,,,,,
8619,51,5,11,41,,,,,,,,,,,,
8622,52,2,51,41,,,,,,,,,,,,
8622,56,7,61,1,,,,,,,,,,,,
8623,52,2,21,51,,,,,,,,,,,,
8623,54,8,31,31,,,,,,,,,,,,
8623,55,4,11,21,,,,,,,,,,,,
8623,56,6,21,31,,,,,,,,,,,,
8624,52,5,21,1,,,,,,,,,,,,
8624,53,4,21,1,,,,,,,,,,,,
8625,51,5,41,1,,,,,,,,,,,,
8625,53,4,21,31,,,,,,,,,,,,
8625,54,8,11,11,,,,,,,,,,,,
8625,57,2,21,1,,,,,,,,,,,,
8626,51,5,1,11,,,,,,,,,,,,
8626,53,3,11,41,,,,,,,,,,,,
8627,51,8,71,51,,,,,,,,,,,,
8627,53,5,31,11,,,,,,,,,,,,
8627,53,9,61,11,,,,,,,,,,,,
8627,54,8,1,31,,,,,,,,,,,,
8627,55,3,21,41,,,,,,,,,,,,
8627,56,5,1,31,,,,,,,,,,,,
8628,51,3,51,41,,,,,,,,,,,,
8628,53,5,81,51,,,,,,,,,,,,
8629,51,6,41,21,,,,,,,,,,,,
8629,56,2,11,1,,,,,,,,,,,,
8629,56,3,51,1,,,,,,,,,,,,
8629,57,8,61,1,,,,,,,,,,,,
8629,58,2,41,1,,,,,,,,,,,,
8630,51,3,61,31,,,,,,,,,,,,
8630,56,9,41,11,,,,,,,,,,,,
8631,50,4,51,21,,,,,,,,,,,,
8632,51,6,31,11,,,,,,,,,,,,
8633,54,6,91,41,,,,,,,,,,,,
8634,51,6,91,31,,,,,,,,,,,,
8634,51,9,41,51,,,,,,,,,,,,
8635,50,5,91,11,,,,,,,,,,,,
8635,51,8,51,31,,,,,,,,,,,,
8636,53,3,71,1,,,,,,,,,,,,
8636,53,7,81,41,,,,,,,,,,,,
8637,50,3,71,41,,,,,,,,,,,,
8638,52,2,81,51,,,,,,,,,,,,
8639,53,5,61,1,,,,,,,,,,,,
8640,52,5,31,21,,,,,,,,,,,,
8640,54,7,11,11,,,,,,,,,,,,
8641,52,9,51,31,,,,,,,,,,,,
8641,54,5,91,41,,,,,,,,,,,,
8641,56,5,61,1,,,,,,,,,,,,
8641,56,5,61,51,,,,,,,,,,,,
8641,57,5,31,11,,,,,,,,,,,,
8642,53,8,41,31,,,,,,,,,,,,
8643,52,2,31,11,,,,,,,,,,,,
8644,53,2,81,11,,,,,,,,,,,,
8645,50,7,51,21,,,,,,,,,,,,
8645,54,5,61,41,,,,,,,,,,,,
8646,57,6,1,11,,,,,,,,,,,,
8647,53,2,1,21,,,,,,,,,,,,
8648,51,3,41,31,,,,,,,,,,,,
8648,55,2,21,1,,,,,,,,,,,,
8648,55,2,51,21,,,,,,,,,,,,
8649,53,4,71,51,,,,,,,,,,,,
8649,53,5,21,41,,,,,,,,,,,,
8649,54,5,21,31,,,,,,,,,,,,
8649,55,3,61,51,,,,,,,,,,,,
8649,56,6,31,1,,,,,,,,,,,,
8650,50,5,61,51,,,,,,,,,,,,
8650,57,6,1,21,,,,,,,,,,,,
8651,51,6,81,1,,,,,,,,,,,,
8651,55,7,21,21,,,,,,,,,,,,
8652,51,3,81,51,,,,,,,,,,,,
8652,53,6,91,11,,,,,,,,,,,,
8652,53,8,11,31,,,,,,,,,,,,
8652,55,8,1,1,,,,,,,,,,,,
8654,52,2,91,31,,,,,,,,,,,,
8655,51,2,21,41,,,,,,,,,,,,
8655,55,5,41,11,,,,,,,,,,,,
8655,57,8,51,1,,,,,,,,,,,,
8656,50,3,91,51,,,,,,,,,,,,
8656,52,3,71,1,,,,,,,,,,,,
8656,57,6,81,41,,,,,,,,,,,,
8657,55,8,41,51,,,,,,,,,,,,
8660,50,7,21,1,,,,,,,,,,,,
8661,51,3,71,11,,,,,,,,,,,,
8661,52,4,21,11,,,,,,,,,,,,
8661,52,4,71,21,,,,,,,,,,,,
8663,53,6,21,11,,,,,,,,,,,,
8663,54,2,91,31,,,,,,,,,,,,
8664,53,5,21,21,,,,,,,,,,,,
8664,55,2,1,1,,,,,,,,,,,,
8664,55,3,31,11,,,,,,,,,,,,
8665,54,6,81,21,,,,,,,,,,,,
8665,57,5,81,1,,,,,,,,,,,,
8666,51,3,21,11,,,,,,,,,,,,
8667,50,7,11,31,,,,,,,,,,,,
8667,51,5,61,51,,,,,,,,,,,,
8667,54,7,91,51,,,,,,,,,,,,
8668,51,5,91,51,,,,,,,,,,,,
8668,52,6,31,1,,,,,,,,,,,,
8668,53,5,1,41,,,,,,,,,,,,
8669,54,4,81,11,,,,,,,,,,,,
8670,54,6,1,21,,,,,,,,,,,,
8671,50,8,71,1,,,,,,,,,,,,
8671,55,4,11,1,,,,,,,,,,,,
8671,57,5,31,1,,,,,,,,,,,,
8673,51,6,51,51,,,,,,,,,,,,
8673,53,8,61,51,,,,,,,,,,,,
8674,50,4,1,51,,,,,,,,,,,,
8674,53,9,51,11,,,,,,,,,,,,
8674,54,3,51,41,,,,,,,,,,,,
8675,50,2,51,41,,,,,,,,,,,,
8675,57,8,31,1,,,,,,,,,,,,
8676,54,2,51,31,,,,,,,,,,,,
8676,57,2,51,11,,,,,,,,,,,,
8677,51,6,31,31,,,,,,,,,,,,
8677,54,9,41,31,,,,,,,,,,,,
8677,56,4,91,11,,,,,,,,,,,,
8677,56,5,41,31,,,,,,,,,,,,
8678,50,7,81,1,,,,,,,,,,,,
8678,52,2,71,21,,,,,,,,,,,,
8679,53,5,51,21,,,,,,,,,,,,
8679,54,3,31,41,,,,,,,,,,,,
8680,54,3,11,11,,,,,,,,,,,,
8680,54,4,21,31,,,,,,,,,,,,
8681,52,8,41,41,,,,,,,,,,,,
8681,53,4,71,21,,,,,,,,,,,,
8683,52,3,21,31,,,,,,,,,,,,
8683,52,9,21,51,,,,,,,,,,,,
8683,54,2,21,31,,,,,,,,,,,,
8684,51,3,91,31,,,,,,,,,,,,
8684,53,5,91,31,,,,,,,,,,,,
8684,56,5,71,21,,,,,,,,,,,,
8685,53,3,71,11,,,,,,,,,,,,
8685,54,5,71,51,,,,,,,,,,,,
8685,57,4,71,31,,,,,,,,,,,,
8686,53,4,51,31,,,,,,,,,,,,
8686,54,7,51,51,,,,,,,,,,,,
8688,53,5,71,11,,,,,,,,,,,,
8689,53,4,61,21,,,,,,,,,,,,
8689,53,5,81,21,,,,,,,,,,,,
8689,54,3,61,11,,,,,,,,,,,,
8689,54,6,1,31,,,,,,,,,,,,
8689,55,2,71,31,,,,,,,,,,,,
8690,55,8,51,41,,,,,,,,,,,,
8690,57,9,61,21,,,,,,,,,,,,
8691,50,8,11,41,,,,,,,,,,,,
8691,52,2,71,11,,,,,,,,,,,,
8691,56,9,51,31,,,,,,,,,,,,
8691,57,5,11,1,,,,,,,,,,,,
8691,57,9,31,1,,,,,,,,,,,,
8692,52,6,51,51,,,,,,,,,,,,
8693,53,6,1,41,,,,,,,,,,,,
8694,52,4,81,11,,,,,,,,,,,,
8694,56,4,71,11,,,,,,,,,,,,
8694,56,6,71,11,,,,,,,,,,,,
8694,56,9,91,21,,,,,,,,,,,,
8694,57,9,51,11,,,,,,,,,,,,
8694,57,9,71,41,,,,,,,,,,,,
8695,50,8,31,41,,,,,,,,,,,,
8695,52,5,41,31,,,,,,,,,,,,
8696,54,5,21,51,,,,,,,,,,,,
8696,56,5,11,21,,,,,,,,,,,,
8697,50,5,81,41,,,,,,,,,,,,
8698,51,6,21,11,,,,,,,,,,,,
8698,52,6,91,31,,,,,,,,,,,,
8698,53,2,71,51,,,,,,,,,,,,
8698,56,2,61,11,,,,,,,,,,,,
8699,57,7,21,1,,,,,,,,,,,,
8700,51,2,61,51,,,,,,,,,,,,
8700,52,8,81,41,,,,,,,,,,,,
8700,55,2,91,31,,,,,,,,,,,,
8700,55,7,91,31,,,,,,,,,,,,
8700,56,5,21,21,,,,,,,,,,,,
8701,55,6,11,1,,,,,,,,,,,,
8701,57,2,81,21,,,,,,,,,,,,
8701,57,7,1,11,,,,,,,,,,,,
8701,57,9,91,1,,,,,,,,,,,,
8702,50,7,71,41,,,,,,,,,,,,
8702,51,9,21,41,,,,,,,,,,,,
8702,53,5,61,31,,,,,,,,,,,,
8702,57,8,71,41,,,,,,,,,,,,
8703,52,3,1,31,,,,,,,,,,,,
8704,50,6,91,31,,,,,,,,,,,,
8705,52,6,71,11,,,,,,,,,,,,
8705,53,9,91,21,,,,,,,,,,,,
8707,53,8,31,51,,,,,,,,,,,,
8707,55,3,81,21,,,,,,,,,,,,
8707,55,8,41,21,,,,,,,,,,,,
8708,52,9,31,31,,,,,,,,,,,,
8708,53,6,61,11,,,,,,,,,,,,
8708,56,9,51,1,,,,,,,,,,,,
8709,52,7,31,21,,,,,,,,,,,,
8709,53,7,61,11,,,,,,,,,,,,
8710,52,6,51,41,,,,,,,,,,,,
8710,57,9,1,31,,,,,,,,,,,,
8711,52,3,11,51,,,,,,,,,,,,
8711,55,3,51,11,,,,,,,,,,,,
8711,56,8,71,31,,,,,,,,,,,,
8711,57,3,21,51,,,,,,,,,,,,
8712,50,6,21,51,,,,,,,,,,,,
8712,51,9,21,31,,,,,,,,,,,,
8712,56,9,61,21,,,,,,,,,,,,
8713,57,3,51,1,,,,,,,,,,,,
8714,52,8,91,41,,,,,,,,,,,,
8714,54,7,41,21,,,,,,,,,,,,
8714,54,9,31,21,,,,,,,,,,,,
8714,55,6,31,11,,,,,,,,,,,,
8714,58,3,1,41,,,,,,,,,,,,
8715,50,7,41,11,,,,,,,,,,,,
8716,55,4,51,31,,,,,,,,,,,,
8717,52,5,71,41,,,,,,,,,,,,
8717,53,8,71,31,,,,,,,,,,,,
8718,52,4,1,21,,,,,,,,,,,,
8718,55,5,51,41,,,,,,,,,,,,
8718,55,9,81,21,,,,,,,,,,,,
8719,50,8,11,11,,,,,,,,,,,,
8719,51,6,11,21,,,,,,,,,,,,
8719,54,9,41,21,,,,,,,,,,,,
8719,55,2,71,11,,,,,,,,,,,,
8720,50,7,11,51,,,,,,,,,,,,
8720,50,8,41,31,,,,,,,,,,,,
8720,53,2,1,41,,,,,,,,,,,,
8720,53,8,31,31,,,,,,,,,,,,
8720,56,8,1,1,,,,,,,,,,,,
8721,53,4,51,41,,,,,,,,,,,,
8721,55,2,11,21,,,,,,,,,,,,
8722,51,2,41,41,,,,,,,,,,,,
8722,51,4,51,1,,,,,,,,,,,,
8722,54,7,1,1,,,,,,,,,,,,
8722,56,6,71,41,,,,,,,,,,,,
8722,57,5,11,11,,,,,,,,,,,,
8723,51,2,11,1,,,,,,,,,,,,
8723,51,6,81,41,,,,,,,,,,,,
8723,55,9,51,31,,,,,,,,,,,,
8723,56,4,31,1,,,,,,,,,,,,
8724,56,2,61,31,,,,,,,,,,,,
8725,50,7,21,11,,,,,,,,,,,,
8725,50,7,41,31,,,,,,,,,,,,
8725,55,4,51,51,,,,,,,,,,,,
8726,52,6,81,11,,,,,,,,,,,,
8726,54,6,41,21,,,,,,,,,,,,
8727,51,9,31,51,,,,,,,,,,,,
8727,53,7,81,11,,,,,,,,,,,,
8727,55,9,41,21,,,,,,,,,,,,
8728,51,7,21,51,,,,,,,,,,,,
8729,51,3,21,51,,,,,,,,,,,,
8729,54,7,71,21,,,,,,,,,,,,
8730,50,3,1,11,,,,,,,,,,,,
8730,50,4,81,1,,,,,,,,,,,,
8730,53,9,31,41,,,,,,,,,,,,
8731,50,4,11,31,,,,,,,,,,,,
8731,56,8,91,1,,,,,,,,,,,,
8731,57,4,81,41,,,,,,,,,,,,
8732,56,3,1,51,,,,,,,,,,,,
8733,55,3,1,21,,,,,,,,,,,,
8733,55,6,1,31,,,,,,,,,,,,
8734,52,5,51,11,,,,,,,,,,,,
8734,53,6,1,21,,,,,,,,,,,,
8734,55,5,71,1,,,,,,,,,,,,
8735,51,3,1,41,,,,,,,,,,,,
8735,52,2,51,21,,,,,,,,,,,,
8735,54,9,31,51,,,,,,,,,,,,
8736,57,6,41,51,,,,,,,,,,,,
8737,50,3,11,41,,,,,,,,,,,,
8737,50,5,11,51,,,,,,,,,,,,
8737,53,7,31,31,,,,,,,,,,,,
8737,54,6,41,41,,,,,,,,,,,,
8737,55,7,51,51,,,,,,,,,,,,
8740,54,2,11,51,,,,,,,,,,,,
8740,54,7,71,31,,,,,,,,,,,,
8741,55,9,71,31,,,,,,,,,,,,
8743,52,5,51,31,,,,,,,,,,,,
8743,56,7,61,31,,,,,,,,,,,,
8744,50,6,91,11,,,,,,,,,,,,
8745,51,9,81,1,,,,,,,,,,,,
8745,52,3,41,11,,,,,,,,,,,,
8745,52,9,1,11,,,,,,,,,,,,
8745,53,8,81,51,,,,,,,,,,,,
8746,52,5,31,1,,,,,,,,,,,,
8746,54,9,81,51,,,,,,,,,,,,
8748,50,2,81,31,,,,,,,,,,,,
8748,51,4,91,21,,,,,,,,,,,,
8748,52,2,11,21,,,,,,,,,,,,
8748,57,6,1,51,,,,,,,,,,,,
8748,58,3,11,31,,,,,,,,,,,,
8749,51,9,51,31,,,,,,,,,,,,
8749,54,2,71,51,,,,,,,,,,,,
8749,55,3,71,1,,,,,,,,,,,,
8751,51,5,51,11,,,,,,,,,,,,
8752,51,7,41,51,,,,,,,,,,,,
8752,51,9,71,41,,,,,,,,,,,,
8752,57,9,31,41,,,,,,,,,,,,
8753,53,8,41,51,,,,,,,,,,,,
8753,55,3,1,41,,,,,,,,,,,,
8753,55,8,81,11,,,,,,,,,,,,
8755,57,2,11,1,,,,,,,,,,,,
8756,52,9,1,21,,,,,,,,,,,,
8757,50,6,41,41,,,,,,,,,,,,
8758,50,9,21,31,,,,,,,,,,,,
8758,53,4,11,51,,,,,,,,,,,,
8760,50,8,31,31,,,,,,,,,,,,
8760,55,4,51,21,,,,,,,,,,,,
8760,56,6,51,21,,,,,,,,,,,,
8760,57,9,81,11,,,,,,,,,,,,
8761,52,2,41,31,,,,,,,,,,,,
8761,54,9,81,31,,,,,,,,,,,,
8762,50,4,31,1,,,,,,,,,,,,
8762,53,4,21,21,,,,,,,,,,,,
8762,54,3,91,51,,,,,,,,,,,,
8764,52,4,31,11,,,,,,,,,,,,
8764,52,4,71,1,,,,,,,,,,,,
8765,55,4,81,11,,,,,,,,,,,,
8765,55,6,51,1,,,,,,,,,,,,
8767,50,4,11,1,,,,,,,,,,,,
8767,52,6,11,41,,,,,,,,,,,,
8767,57,7,81,1,,,,,,,,,,,,
8768,51,3,21,1,,,,,,,,,,,,
8768,52,9,11,1,,,,,,,,,,,,
8768,56,3,21,11,,,,,,,,,,,,
8768,57,3,71,11,,,,,,,,,,,,
8769,52,4,1,1,,,,,,,,,,,,
8769,54,7,61,31,,,,,,,,,,,,
8769,56,7,61,51,,,,,,,,,,,,
8769,57,9,41,31,,,,,,,,,,,,
8770,52,6,61,41,,,,,,,,,,,,
8771,50,2,41,21,,,,,,,,,,,,
8771,50,3,11,11,,,,,,,,,,,,
8772,53,2,11,31,,,,,,,,,,,,
8772,56,4,41,21,,,,,,,,,,,,
8772,56,7,81,1,,,,,,,,,,,,
8773,51,4,11,51,,,,,,,,,,,,
8773,53,4,51,11,,,,,,,,,,,,
8773,53,9,1,11,,,,,,,,,,,,
8773,57,5,41,11,,,,,,,,,,,,
8774,52,5,1,41,,,,,,,,,,,,
8774,52,7,31,31,,,,,,,,,,,,
8774,52,9,81,21,,,,,,,,,,,,
8774,56,7,11,51,,,,,,,,,,,,
8775,57,7,21,41,,,,,,,,,,,,
8775,57,9,1,41,,,,,,,,,,,,
8776,53,7,21,31,,,,,,,,,,,,
8776,55,5,61,31,,,,,,,,,,,,
8776,56,2,31,31,,,,,,,,,,,,
8777,50,6,61,11,,,,,,,,,,,,
8777,56,5,31,51,,,,,,,,,,,,
8778,50,3,11,1,,,,,,,,,,,,
8778,51,7,91,31,,,,,,,,,,,,
8778,52,9,11,31,,,,,,,,,,,,
8778,55,3,91,51,,,,,,,,,,,,
8778,57,6,51,41,,,,,,,,,,,,
8778,57,6,71,21,,,,,,,,,,,,
8779,54,3,61,21,,,,,,,,,,,,
8780,55,9,1,11,,,,,,,,,,,,
8781,53,3,71,21,,,,,,,,,,,,
8781,54,4,91,41,,,,,,,,,,,,
8781,55,2,91,21,,,,,,,,,,,,
8782,50,4,41,41,,,,,,,,,,,,
8783,50,9,21,1,,,,,,,,,,,,
8783,52,9,71,11,,,,,,,,,,,,
8783,55,5,41,31,,,,,,,,,,,,
8784,56,8,71,21,,,,,,,,,,,,
8785,50,8,41,41,,,,,,,,,,,,
8785,52,2,91,51,,,,,,,,,,,,
8785,53,7,81,51,,,,,,,,,,,,
8785,53,9,21,21,,,,,,,,,,,,
8786,50,7,71,11,,,,,,,,,,,,
8786,52,7,11,41,,,,,,,,,,,,
8786,53,8,41,11,,,,,,,,,,,,
8787,52,5,81,1,,,,,,,,,,,,
8787,53,3,21,31,,,,,,,,,,,,
8788,53,5,11,51,,,,,,,,,,,,
8788,55,8,11,41,,,,,,,,,,,,
8789,54,4,91,21,,,,,,,,,,,,
8790,55,8,31,31,,,,,,,,,,,,
8791,50,6,51,21,,,,,,,,,,,,
8791,51,4,71,51,,,,,,,,,,,,
8791,53,9,11,51,,,,,,,,,,,,
8792,50,7,61,51,,,,,,,,,,,,
8792,52,4,1,41,,,,,,,,,,,,
8792,52,4,21,51,,,,,,,,,,,,
8792,54,7,41,1,,,,,,,,,,,,
8792,55,9,41,41,,,,,,,,,,,,
8793,50,9,81,31,,,,,,,,,,,,
8793,51,2,61,1,,,,,,,,,,,,
8793,51,8,51,51,,,,,,,,,,,,
8793,54,8,31,1,,,,,,,,,,,,
8793,55,6,61,51,,,,,,,,,,,,
8794,51,4,1,31,,,,,,,,,,,,
8794,57,4,41,41,,,,,,,,,,,,
8795,53,7,91,51,,,,,,,,,,,,
